,activity_id,assay_chembl_id,assay_description,assay_type,molecule_chembl_id,pchembl_value,relation,standard_units,standard_value,target_chembl_id,target_organism,type,units,value
1157,1844725,CHEMBL920043,Displacement of [3H]CGS-21680 from adenosine A2A receptor in bovine cerebral cortical membranes,B,CHEMBL390096,5.87,=,nM,1358.0,CHEMBL251,Homo sapiens,Ki,nM,1358.0
1158,1844726,CHEMBL920043,Displacement of [3H]CGS-21680 from adenosine A2A receptor in bovine cerebral cortical membranes,B,CHEMBL223340,5.70,=,nM,1988.0,CHEMBL251,Homo sapiens,Ki,nM,1988.0
1159,1844727,CHEMBL920043,Displacement of [3H]CGS-21680 from adenosine A2A receptor in bovine cerebral cortical membranes,B,CHEMBL223451,5.86,=,nM,1388.0,CHEMBL251,Homo sapiens,Ki,nM,1388.0
1160,1844728,CHEMBL920043,Displacement of [3H]CGS-21680 from adenosine A2A receptor in bovine cerebral cortical membranes,B,CHEMBL376193,5.81,=,nM,1562.0,CHEMBL251,Homo sapiens,Ki,nM,1562.0
1161,1844729,CHEMBL920043,Displacement of [3H]CGS-21680 from adenosine A2A receptor in bovine cerebral cortical membranes,B,CHEMBL391004,5.91,=,nM,1232.0,CHEMBL251,Homo sapiens,Ki,nM,1232.0
1162,1844730,CHEMBL920043,Displacement of [3H]CGS-21680 from adenosine A2A receptor in bovine cerebral cortical membranes,B,CHEMBL225026,5.12,=,nM,7574.0,CHEMBL251,Homo sapiens,Ki,nM,7574.0
1163,1875856,CHEMBL904112,Displacement of [3H]CGS-21680 from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL464859,7.91,=,nM,12.4,CHEMBL251,Homo sapiens,Ki,nM,12.4
1164,1905073,CHEMBL888474,Displacement of [3H]CGS21680 from human adenosine A2A receptor expressed in HEK293 cells,B,CHEMBL431733,5.27,=,nM,5360.0,CHEMBL251,Homo sapiens,Ki,nM,5360.0
1165,1905080,CHEMBL888474,Displacement of [3H]CGS21680 from human adenosine A2A receptor expressed in HEK293 cells,B,CHEMBL388145,7.35,=,nM,45.0,CHEMBL251,Homo sapiens,Ki,nM,45.0
1166,1905081,CHEMBL888474,Displacement of [3H]CGS21680 from human adenosine A2A receptor expressed in HEK293 cells,B,CHEMBL437923,5.40,=,nM,4020.0,CHEMBL251,Homo sapiens,Ki,nM,4020.0
1167,1905082,CHEMBL888474,Displacement of [3H]CGS21680 from human adenosine A2A receptor expressed in HEK293 cells,B,CHEMBL227279,5.80,=,nM,1600.0,CHEMBL251,Homo sapiens,Ki,nM,1600.0
1168,1905083,CHEMBL888474,Displacement of [3H]CGS21680 from human adenosine A2A receptor expressed in HEK293 cells,B,CHEMBL413686,6.47,=,nM,341.0,CHEMBL251,Homo sapiens,Ki,nM,341.0
1169,1905085,CHEMBL888474,Displacement of [3H]CGS21680 from human adenosine A2A receptor expressed in HEK293 cells,B,CHEMBL200732,6.65,=,nM,223.0,CHEMBL251,Homo sapiens,Ki,nM,223.0
1170,1905087,CHEMBL888474,Displacement of [3H]CGS21680 from human adenosine A2A receptor expressed in HEK293 cells,B,CHEMBL344187,4.53,=,nM,29800.0,CHEMBL251,Homo sapiens,Ki,nM,29800.0
1171,1917389,CHEMBL894344,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL190,5.10,=,nM,7900.0,CHEMBL251,Homo sapiens,Ki,nM,7900.0
1172,1917401,CHEMBL894344,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL388458,6.31,=,nM,486.0,CHEMBL251,Homo sapiens,Ki,nM,486.0
1173,1917403,CHEMBL894344,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL320805,7.04,=,nM,91.0,CHEMBL251,Homo sapiens,Ki,nM,91.0
1174,1917405,CHEMBL894344,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL105913,5.97,=,nM,1060.0,CHEMBL251,Homo sapiens,Ki,nM,1060.0
1175,1917406,CHEMBL894344,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL106346,6.48,=,nM,329.0,CHEMBL251,Homo sapiens,Ki,nM,329.0
1176,1917407,CHEMBL894344,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL107446,6.64,=,nM,228.0,CHEMBL251,Homo sapiens,Ki,nM,228.0
1177,1917416,CHEMBL894344,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL242424,5.54,=,nM,2860.0,CHEMBL251,Homo sapiens,Ki,nM,2860.0
1178,1917511,CHEMBL894344,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL183,6.58,=,nM,260.0,CHEMBL251,Homo sapiens,Ki,nM,260.0
1179,1928650,CHEMBL894344,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL388459,5.82,=,nM,1500.0,CHEMBL251,Homo sapiens,Ki,nM,1500.0
1180,1952311,CHEMBL889817,Displacement of [3H]ZM-241385 from A2A adenosine A2A receptor expressed in HEK cells,B,CHEMBL398588,5.62,=,nM,2410.0,CHEMBL251,Homo sapiens,Ki,nM,2410.0
1181,1952326,CHEMBL889817,Displacement of [3H]ZM-241385 from A2A adenosine A2A receptor expressed in HEK cells,B,CHEMBL232100,5.85,=,nM,1410.0,CHEMBL251,Homo sapiens,Ki,nM,1410.0
1182,1952327,CHEMBL889817,Displacement of [3H]ZM-241385 from A2A adenosine A2A receptor expressed in HEK cells,B,CHEMBL232099,6.14,=,nM,726.0,CHEMBL251,Homo sapiens,Ki,nM,726.0
1183,1952333,CHEMBL889817,Displacement of [3H]ZM-241385 from A2A adenosine A2A receptor expressed in HEK cells,B,CHEMBL429619,6.45,=,nM,357.0,CHEMBL251,Homo sapiens,Ki,nM,357.0
1184,1952334,CHEMBL889817,Displacement of [3H]ZM-241385 from A2A adenosine A2A receptor expressed in HEK cells,B,CHEMBL429073,5.93,=,nM,1170.0,CHEMBL251,Homo sapiens,Ki,nM,1170.0
1185,1952335,CHEMBL889817,Displacement of [3H]ZM-241385 from A2A adenosine A2A receptor expressed in HEK cells,B,CHEMBL232096,6.62,=,nM,239.0,CHEMBL251,Homo sapiens,Ki,nM,239.0
1186,1952336,CHEMBL889817,Displacement of [3H]ZM-241385 from A2A adenosine A2A receptor expressed in HEK cells,B,CHEMBL399621,5.83,=,nM,1480.0,CHEMBL251,Homo sapiens,Ki,nM,1480.0
1187,1952337,CHEMBL889817,Displacement of [3H]ZM-241385 from A2A adenosine A2A receptor expressed in HEK cells,B,CHEMBL234136,5.93,=,nM,1180.0,CHEMBL251,Homo sapiens,Ki,nM,1180.0
1188,1952339,CHEMBL889817,Displacement of [3H]ZM-241385 from A2A adenosine A2A receptor expressed in HEK cells,B,CHEMBL400013,5.63,=,nM,2320.0,CHEMBL251,Homo sapiens,Ki,nM,2320.0
1189,1987438,CHEMBL898791,Displacement of [3H]MSX2 from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL441145,6.20,=,nM,630.0,CHEMBL251,Homo sapiens,Ki,uM,0.63
1190,1987440,CHEMBL898791,Displacement of [3H]MSX2 from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL239864,5.54,=,nM,2890.0,CHEMBL251,Homo sapiens,Ki,uM,2.89
1191,1987441,CHEMBL898791,Displacement of [3H]MSX2 from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL239232,5.34,=,nM,4560.0,CHEMBL251,Homo sapiens,Ki,uM,4.56
1192,1996052,CHEMBL901019,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL236958,6.87,=,nM,134.0,CHEMBL251,Homo sapiens,Ki,nM,134.0
1193,1996053,CHEMBL901019,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL431733,6.40,=,nM,401.0,CHEMBL251,Homo sapiens,Ki,nM,401.0
1194,1996054,CHEMBL901019,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL464859,7.80,=,nM,16.0,CHEMBL251,Homo sapiens,Ki,nM,16.0
1195,1996055,CHEMBL901019,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL183,6.47,=,nM,337.0,CHEMBL251,Homo sapiens,Ki,nM,337.0
1196,1996056,CHEMBL901019,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL398788,6.92,=,nM,120.1,CHEMBL251,Homo sapiens,Ki,nM,120.1
1197,1996057,CHEMBL901019,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL235935,6.20,=,nM,625.0,CHEMBL251,Homo sapiens,Ki,nM,625.0
1198,1996058,CHEMBL901019,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL235719,6.58,=,nM,262.1,CHEMBL251,Homo sapiens,Ki,nM,262.1
1199,1996059,CHEMBL901019,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL235718,6.34,=,nM,460.2,CHEMBL251,Homo sapiens,Ki,nM,460.2
1200,1996060,CHEMBL901019,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL398787,5.32,=,nM,4800.0,CHEMBL251,Homo sapiens,Ki,nM,4800.0
1201,1996061,CHEMBL901019,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL235294,5.99,=,nM,1030.0,CHEMBL251,Homo sapiens,Ki,nM,1030.0
1202,1996062,CHEMBL901019,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL392136,8.64,=,nM,2.3,CHEMBL251,Homo sapiens,Ki,nM,2.3
1203,1996063,CHEMBL901019,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL235076,7.17,=,nM,67.5,CHEMBL251,Homo sapiens,Ki,nM,67.5
1204,1996064,CHEMBL901019,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL394064,8.33,=,nM,4.7,CHEMBL251,Homo sapiens,Ki,nM,4.7
1205,1996065,CHEMBL901019,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL235075,8.05,=,nM,9.0,CHEMBL251,Homo sapiens,Ki,nM,9.0
1206,1996066,CHEMBL901019,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL394063,7.30,=,nM,50.6,CHEMBL251,Homo sapiens,Ki,nM,50.6
1207,1996067,CHEMBL901019,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL397821,6.31,=,nM,493.3,CHEMBL251,Homo sapiens,Ki,nM,493.3
1208,1996068,CHEMBL901019,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL235071,7.70,=,nM,20.1,CHEMBL251,Homo sapiens,Ki,nM,20.1
1209,2003369,CHEMBL901887,Displacement of [3H]ZM-241385 from adenosine A2A receptor expressed in PC12 cell membrane,B,CHEMBL240279,4.46,=,nM,34700.0,CHEMBL251,Homo sapiens,Ki,nM,34700.0
1210,2003370,CHEMBL901887,Displacement of [3H]ZM-241385 from adenosine A2A receptor expressed in PC12 cell membrane,B,CHEMBL391031,5.11,=,nM,7800.0,CHEMBL251,Homo sapiens,Ki,nM,7800.0
1211,2003374,CHEMBL901887,Displacement of [3H]ZM-241385 from adenosine A2A receptor expressed in PC12 cell membrane,B,CHEMBL240065,5.26,=,nM,5500.0,CHEMBL251,Homo sapiens,Ki,nM,5500.0
1212,2003375,CHEMBL901887,Displacement of [3H]ZM-241385 from adenosine A2A receptor expressed in PC12 cell membrane,B,CHEMBL391029,5.01,=,nM,9700.0,CHEMBL251,Homo sapiens,Ki,nM,9700.0
1213,2003376,CHEMBL901887,Displacement of [3H]ZM-241385 from adenosine A2A receptor expressed in PC12 cell membrane,B,CHEMBL464859,6.96,=,nM,110.0,CHEMBL251,Homo sapiens,Ki,nM,110.0
1214,2019565,CHEMBL903278,Binding affinity to human adenosine A2A receptor,B,CHEMBL239817,8.80,=,nM,1.6,CHEMBL251,Homo sapiens,Ki,nM,1.6
1215,2019568,CHEMBL903278,Binding affinity to human adenosine A2A receptor,B,CHEMBL239809,8.96,=,nM,1.1,CHEMBL251,Homo sapiens,Ki,nM,1.1
1216,2019569,CHEMBL903278,Binding affinity to human adenosine A2A receptor,B,CHEMBL401242,9.22,=,nM,0.6,CHEMBL251,Homo sapiens,Ki,nM,0.6
1217,2019570,CHEMBL903278,Binding affinity to human adenosine A2A receptor,B,CHEMBL241110,8.85,=,nM,1.4,CHEMBL251,Homo sapiens,Ki,nM,1.4
1218,2019571,CHEMBL903278,Binding affinity to human adenosine A2A receptor,B,CHEMBL241109,9.22,=,nM,0.6,CHEMBL251,Homo sapiens,Ki,nM,0.6
1219,2019572,CHEMBL903278,Binding affinity to human adenosine A2A receptor,B,CHEMBL400215,9.22,=,nM,0.6,CHEMBL251,Homo sapiens,Ki,nM,0.6
1220,2019573,CHEMBL903278,Binding affinity to human adenosine A2A receptor,B,CHEMBL240213,9.30,=,nM,0.5,CHEMBL251,Homo sapiens,Ki,nM,0.5
1221,2019574,CHEMBL903278,Binding affinity to human adenosine A2A receptor,B,CHEMBL240212,9.00,=,nM,1.0,CHEMBL251,Homo sapiens,Ki,nM,1.0
1222,2019575,CHEMBL903278,Binding affinity to human adenosine A2A receptor,B,CHEMBL240211,8.68,=,nM,2.1,CHEMBL251,Homo sapiens,Ki,nM,2.1
1223,2019576,CHEMBL903278,Binding affinity to human adenosine A2A receptor,B,CHEMBL400214,8.85,=,nM,1.4,CHEMBL251,Homo sapiens,Ki,nM,1.4
1224,2019577,CHEMBL903278,Binding affinity to human adenosine A2A receptor,B,CHEMBL240030,8.89,=,nM,1.3,CHEMBL251,Homo sapiens,Ki,nM,1.3
1225,2019602,CHEMBL903278,Binding affinity to human adenosine A2A receptor,B,CHEMBL240847,9.22,=,nM,0.6,CHEMBL251,Homo sapiens,Ki,nM,0.6
1226,2019603,CHEMBL903278,Binding affinity to human adenosine A2A receptor,B,CHEMBL240846,9.22,=,nM,0.6,CHEMBL251,Homo sapiens,Ki,nM,0.6
1227,2019604,CHEMBL903278,Binding affinity to human adenosine A2A receptor,B,CHEMBL240647,8.66,=,nM,2.2,CHEMBL251,Homo sapiens,Ki,nM,2.2
1228,2019605,CHEMBL903278,Binding affinity to human adenosine A2A receptor,B,CHEMBL392475,9.10,=,nM,0.8,CHEMBL251,Homo sapiens,Ki,nM,0.8
1229,2019606,CHEMBL903278,Binding affinity to human adenosine A2A receptor,B,CHEMBL240626,8.80,=,nM,1.6,CHEMBL251,Homo sapiens,Ki,nM,1.6
1230,2019607,CHEMBL903278,Binding affinity to human adenosine A2A receptor,B,CHEMBL240625,9.22,=,nM,0.6,CHEMBL251,Homo sapiens,Ki,nM,0.6
1231,2019608,CHEMBL903278,Binding affinity to human adenosine A2A receptor,B,CHEMBL393410,9.40,=,nM,0.4,CHEMBL251,Homo sapiens,Ki,nM,0.4
1232,2019609,CHEMBL903278,Binding affinity to human adenosine A2A receptor,B,CHEMBL240624,8.96,=,nM,1.1,CHEMBL251,Homo sapiens,Ki,nM,1.1
1233,2032162,CHEMBL887894,Displacement of [3H]MSX2 from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL238419,4.95,=,nM,11300.0,CHEMBL251,Homo sapiens,Ki,uM,11.3
1234,2067944,CHEMBL943926,Displacement of [3H]ZM-241385 from human recombinant adenosine A2A receptor expressed in HEK293 cells,B,CHEMBL399529,8.54,=,nM,2.9,CHEMBL251,Homo sapiens,Ki,nM,2.9
1235,2067948,CHEMBL943926,Displacement of [3H]ZM-241385 from human recombinant adenosine A2A receptor expressed in HEK293 cells,B,CHEMBL252345,8.80,=,nM,1.6,CHEMBL251,Homo sapiens,Ki,nM,1.6
1236,2067949,CHEMBL943926,Displacement of [3H]ZM-241385 from human recombinant adenosine A2A receptor expressed in HEK293 cells,B,CHEMBL251975,8.57,=,nM,2.7,CHEMBL251,Homo sapiens,Ki,nM,2.7
1237,2067950,CHEMBL943926,Displacement of [3H]ZM-241385 from human recombinant adenosine A2A receptor expressed in HEK293 cells,B,CHEMBL399577,8.28,=,nM,5.2,CHEMBL251,Homo sapiens,Ki,nM,5.2
1238,2067951,CHEMBL943926,Displacement of [3H]ZM-241385 from human recombinant adenosine A2A receptor expressed in HEK293 cells,B,CHEMBL252171,8.70,=,nM,2.0,CHEMBL251,Homo sapiens,Ki,nM,2.0
1239,2067952,CHEMBL943926,Displacement of [3H]ZM-241385 from human recombinant adenosine A2A receptor expressed in HEK293 cells,B,CHEMBL398272,9.05,=,nM,0.9,CHEMBL251,Homo sapiens,Ki,nM,0.9
1240,2067981,CHEMBL943926,Displacement of [3H]ZM-241385 from human recombinant adenosine A2A receptor expressed in HEK293 cells,B,CHEMBL431770,8.22,=,nM,6.0,CHEMBL251,Homo sapiens,Ki,nM,6.0
1241,2070840,CHEMBL927307,Displacement of [3H]NECA from human recombinant adenosine A2A receptor expressed in CHO cells,B,CHEMBL68738,6.10,=,nM,794.0,CHEMBL251,Homo sapiens,Ki,nM,794.0
1242,2070841,CHEMBL927307,Displacement of [3H]NECA from human recombinant adenosine A2A receptor expressed in CHO cells,B,CHEMBL252198,5.34,=,nM,4590.0,CHEMBL251,Homo sapiens,Ki,nM,4590.0
1243,2070843,CHEMBL927307,Displacement of [3H]NECA from human recombinant adenosine A2A receptor expressed in CHO cells,B,CHEMBL392149,5.19,=,nM,6390.0,CHEMBL251,Homo sapiens,Ki,nM,6390.0
1244,2070844,CHEMBL927307,Displacement of [3H]NECA from human recombinant adenosine A2A receptor expressed in CHO cells,B,CHEMBL251997,5.02,=,nM,9580.0,CHEMBL251,Homo sapiens,Ki,nM,9580.0
1245,2070845,CHEMBL927307,Displacement of [3H]NECA from human recombinant adenosine A2A receptor expressed in CHO cells,B,CHEMBL284969,5.64,=,nM,2300.0,CHEMBL251,Homo sapiens,Ki,nM,2300.0
1246,2070846,CHEMBL927307,Displacement of [3H]NECA from human recombinant adenosine A2A receptor expressed in CHO cells,B,CHEMBL400189,4.98,=,nM,10400.0,CHEMBL251,Homo sapiens,Ki,nM,10400.0
1247,2070847,CHEMBL927307,Displacement of [3H]NECA from human recombinant adenosine A2A receptor expressed in CHO cells,B,CHEMBL254896,4.80,=,nM,15900.0,CHEMBL251,Homo sapiens,Ki,nM,15900.0
1248,2070849,CHEMBL927307,Displacement of [3H]NECA from human recombinant adenosine A2A receptor expressed in CHO cells,B,CHEMBL399514,5.06,=,nM,8760.0,CHEMBL251,Homo sapiens,Ki,nM,8760.0
1249,2070850,CHEMBL927307,Displacement of [3H]NECA from human recombinant adenosine A2A receptor expressed in CHO cells,B,CHEMBL254064,4.98,=,nM,10400.0,CHEMBL251,Homo sapiens,Ki,nM,10400.0
1250,2078262,CHEMBL946045,Displacement of [3H]ZM241385 from human A2A receptor expressed in HEK293 cell membranes,B,CHEMBL254725,6.54,=,nM,290.0,CHEMBL251,Homo sapiens,Ki,nM,290.0
1251,2078264,CHEMBL946045,Displacement of [3H]ZM241385 from human A2A receptor expressed in HEK293 cell membranes,B,CHEMBL251873,5.42,=,nM,3800.0,CHEMBL251,Homo sapiens,Ki,nM,3800.0
1252,2078266,CHEMBL946045,Displacement of [3H]ZM241385 from human A2A receptor expressed in HEK293 cell membranes,B,CHEMBL251870,6.40,=,nM,400.0,CHEMBL251,Homo sapiens,Ki,nM,400.0
1253,2078267,CHEMBL946045,Displacement of [3H]ZM241385 from human A2A receptor expressed in HEK293 cell membranes,B,CHEMBL251869,6.64,=,nM,230.0,CHEMBL251,Homo sapiens,Ki,nM,230.0
1254,2078293,CHEMBL946045,Displacement of [3H]ZM241385 from human A2A receptor expressed in HEK293 cell membranes,B,CHEMBL253252,7.00,=,nM,100.0,CHEMBL251,Homo sapiens,Ki,nM,100.0
1255,2078294,CHEMBL946045,Displacement of [3H]ZM241385 from human A2A receptor expressed in HEK293 cell membranes,B,CHEMBL404131,5.76,=,nM,1730.0,CHEMBL251,Homo sapiens,Ki,nM,1730.0
1256,2078296,CHEMBL946045,Displacement of [3H]ZM241385 from human A2A receptor expressed in HEK293 cell membranes,B,CHEMBL252069,5.56,=,nM,2760.0,CHEMBL251,Homo sapiens,Ki,nM,2760.0
1257,2078297,CHEMBL946045,Displacement of [3H]ZM241385 from human A2A receptor expressed in HEK293 cell membranes,B,CHEMBL251874,5.47,=,nM,3400.0,CHEMBL251,Homo sapiens,Ki,nM,3400.0
1258,2078446,CHEMBL946045,Displacement of [3H]ZM241385 from human A2A receptor expressed in HEK293 cell membranes,B,CHEMBL252245,6.38,=,nM,420.0,CHEMBL251,Homo sapiens,Ki,nM,420.0
1259,2078447,CHEMBL946045,Displacement of [3H]ZM241385 from human A2A receptor expressed in HEK293 cell membranes,B,CHEMBL252045,5.75,=,nM,1800.0,CHEMBL251,Homo sapiens,Ki,nM,1800.0
1260,2082348,CHEMBL929001,Binding affinity at adenosine A2A receptor,B,CHEMBL401321,9.22,=,nM,0.6,CHEMBL251,Homo sapiens,Ki,nM,0.6
1261,2082351,CHEMBL929001,Binding affinity at adenosine A2A receptor,B,CHEMBL255647,7.80,=,nM,16.0,CHEMBL251,Homo sapiens,Ki,nM,16.0
1262,2082354,CHEMBL928986,Displacement of [3H]ZM-241385 from human adenosine A2A receptor expressed in HEK293 cells,B,CHEMBL404739,8.12,=,nM,7.5,CHEMBL251,Homo sapiens,Ki,nM,7.5
1263,2082356,CHEMBL928986,Displacement of [3H]ZM-241385 from human adenosine A2A receptor expressed in HEK293 cells,B,CHEMBL253528,9.15,=,nM,0.7,CHEMBL251,Homo sapiens,Ki,nM,0.7
1264,2082357,CHEMBL928986,Displacement of [3H]ZM-241385 from human adenosine A2A receptor expressed in HEK293 cells,B,CHEMBL404864,8.43,=,nM,3.7,CHEMBL251,Homo sapiens,Ki,nM,3.7
1265,2082358,CHEMBL928986,Displacement of [3H]ZM-241385 from human adenosine A2A receptor expressed in HEK293 cells,B,CHEMBL253317,9.52,=,nM,0.3,CHEMBL251,Homo sapiens,Ki,nM,0.3
1266,2082359,CHEMBL928986,Displacement of [3H]ZM-241385 from human adenosine A2A receptor expressed in HEK293 cells,B,CHEMBL429125,9.70,=,nM,0.2,CHEMBL251,Homo sapiens,Ki,nM,0.2
1267,2082360,CHEMBL928986,Displacement of [3H]ZM-241385 from human adenosine A2A receptor expressed in HEK293 cells,B,CHEMBL404863,9.52,=,nM,0.3,CHEMBL251,Homo sapiens,Ki,nM,0.3
1268,2082361,CHEMBL928986,Displacement of [3H]ZM-241385 from human adenosine A2A receptor expressed in HEK293 cells,B,CHEMBL256755,8.92,=,nM,1.2,CHEMBL251,Homo sapiens,Ki,nM,1.2
1269,2082362,CHEMBL928986,Displacement of [3H]ZM-241385 from human adenosine A2A receptor expressed in HEK293 cells,B,CHEMBL402781,8.24,=,nM,5.7,CHEMBL251,Homo sapiens,Ki,nM,5.7
1270,2082363,CHEMBL928986,Displacement of [3H]ZM-241385 from human adenosine A2A receptor expressed in HEK293 cells,B,CHEMBL429850,9.05,=,nM,0.9,CHEMBL251,Homo sapiens,Ki,nM,0.9
1271,2082364,CHEMBL928986,Displacement of [3H]ZM-241385 from human adenosine A2A receptor expressed in HEK293 cells,B,CHEMBL256548,9.00,=,nM,1.0,CHEMBL251,Homo sapiens,Ki,nM,1.0
1272,2082365,CHEMBL928986,Displacement of [3H]ZM-241385 from human adenosine A2A receptor expressed in HEK293 cells,B,CHEMBL256547,9.00,=,nM,1.0,CHEMBL251,Homo sapiens,Ki,nM,1.0
1273,2082366,CHEMBL928986,Displacement of [3H]ZM-241385 from human adenosine A2A receptor expressed in HEK293 cells,B,CHEMBL256546,8.64,=,nM,2.3,CHEMBL251,Homo sapiens,Ki,nM,2.3
1274,2082367,CHEMBL928986,Displacement of [3H]ZM-241385 from human adenosine A2A receptor expressed in HEK293 cells,B,CHEMBL403846,9.30,=,nM,0.5,CHEMBL251,Homo sapiens,Ki,nM,0.5
1275,2082368,CHEMBL928986,Displacement of [3H]ZM-241385 from human adenosine A2A receptor expressed in HEK293 cells,B,CHEMBL256327,8.85,=,nM,1.4,CHEMBL251,Homo sapiens,Ki,nM,1.4
1276,2082369,CHEMBL928986,Displacement of [3H]ZM-241385 from human adenosine A2A receptor expressed in HEK293 cells,B,CHEMBL256332,9.30,=,nM,0.5,CHEMBL251,Homo sapiens,Ki,nM,0.5
1277,2082370,CHEMBL928986,Displacement of [3H]ZM-241385 from human adenosine A2A receptor expressed in HEK293 cells,B,CHEMBL256331,9.30,=,nM,0.5,CHEMBL251,Homo sapiens,Ki,nM,0.5
1278,2082371,CHEMBL928986,Displacement of [3H]ZM-241385 from human adenosine A2A receptor expressed in HEK293 cells,B,CHEMBL403845,9.15,=,nM,0.7,CHEMBL251,Homo sapiens,Ki,nM,0.7
